timestamp,temp_ext,hum_ext
2026-04-24 02:42:36.739149,19.23,84
2026-04-24 02:47:36.738559,19.23,85
2026-04-24 02:52:36.736312,19.23,85
2026-04-24 02:57:36.733864,19.23,85
2026-04-24 03:02:36.742187,19.23,85
2026-04-24 03:07:36.845807,19.23,85
2026-04-24 03:12:36.736203,19.23,85
2026-04-24 03:17:36.735486,19.23,85
2026-04-24 03:22:36.739179,19.23,85
2026-04-24 03:27:36.733638,19.23,85
2026-04-24 03:32:36.739394,19.23,85
2026-04-24 03:37:36.746722,19.23,85
2026-04-24 03:42:36.833716,19.23,85
2026-04-24 03:47:36.736057,19.23,85
2026-04-24 03:52:36.736945,19.23,85
2026-04-24 03:57:36.751326,19.23,85
2026-04-24 04:02:36.732845,19.23,85
2026-04-24 04:07:36.736222,19.23,85
2026-04-24 04:12:36.740959,19.23,86
2026-04-24 04:17:36.818518,19.23,86
2026-04-24 04:22:36.731394,19.23,86
2026-04-24 04:27:36.747767,19.23,86
2026-04-24 04:32:36.731023,19.23,86
2026-04-24 04:37:36.737802,19.23,86
2026-04-24 04:42:36.74703,19.23,86
2026-04-24 04:47:36.739858,19.23,86
2026-04-24 04:52:36.845904,19.23,86
2026-04-24 04:57:36.738156,19.23,86
2026-04-24 05:02:36.740507,19.23,86
2026-04-24 05:07:36.74159,19.23,85
2026-04-24 05:12:36.731335,19.23,85
2026-04-24 05:17:36.738735,19.23,85
2026-04-24 05:22:36.747132,19.23,85
2026-04-24 05:27:36.84125,19.23,85
2026-04-24 05:32:36.73465,19.23,85
2026-04-24 05:37:36.739485,19.23,85
2026-04-24 05:42:36.762076,18.68,85
2026-04-24 05:47:36.734034,18.68,85
2026-04-24 05:52:36.734341,18.68,85
2026-04-24 05:57:36.747747,18.68,86
2026-04-24 06:02:36.831608,18.68,86
2026-04-24 06:07:36.735157,18.68,86
2026-04-24 06:12:36.73284,18.68,86
2026-04-24 06:17:36.739609,18.68,86
2026-04-24 06:22:36.735602,18.68,86
2026-04-24 06:27:36.732709,18.68,86
2026-04-24 06:32:36.756986,18.68,86
2026-04-24 06:37:36.836866,18.68,86
2026-04-24 06:42:36.742624,18.68,86
2026-04-24 06:47:36.738744,18.68,86
2026-04-24 06:52:36.742506,18.68,87
2026-04-24 06:57:36.740173,18.68,87
2026-04-24 07:02:36.734081,18.68,87
2026-04-24 07:07:36.746425,18.68,88
2026-04-24 07:12:36.850263,18.68,88
2026-04-24 07:17:36.727224,18.68,88
2026-04-24 07:22:36.730469,18.68,88
2026-04-24 07:27:36.743998,18.68,88
2026-04-24 07:32:36.734121,18.68,88
2026-04-24 07:37:36.735375,18.68,88
2026-04-24 07:42:36.747818,19.23,88
2026-04-24 07:47:36.85808,19.23,88
2026-04-24 07:52:36.734937,19.23,88
2026-04-24 07:57:36.741371,19.23,88
2026-04-24 08:02:36.744283,19.23,88
2026-04-24 08:07:36.753576,19.23,88
2026-04-24 08:12:36.738208,19.23,88
2026-04-24 08:17:36.749437,19.79,87
2026-04-24 08:22:36.818023,19.79,87
2026-04-24 08:27:36.731572,19.79,87
2026-04-24 08:32:36.72816,19.79,87
2026-04-24 08:37:36.751749,19.79,85
2026-04-24 08:42:36.732946,19.79,85
2026-04-24 08:47:36.728983,19.79,85
2026-04-24 08:52:36.739938,20.35,84
2026-04-24 08:57:36.836043,20.35,84
2026-04-24 09:02:36.73073,20.35,84
2026-04-24 09:07:36.73748,20.35,84
2026-04-24 09:12:36.743062,20.35,84
2026-04-24 09:17:36.732577,20.35,84
2026-04-24 09:22:36.738543,20.35,84
2026-04-24 09:27:36.742755,22.01,79
2026-04-24 09:32:36.823681,22.01,79
2026-04-24 09:37:36.731709,22.01,79
2026-04-24 09:42:36.744553,23.12,76
2026-04-24 09:47:36.738291,23.12,76
2026-04-24 09:52:36.735261,23.12,76
2026-04-24 09:57:36.74351,23.68,74
2026-04-24 10:02:36.729904,23.68,74
2026-04-24 10:07:36.773809,23.68,74
2026-04-24 10:12:36.735433,23.68,74
2026-04-24 10:17:36.7355,23.68,74
2026-04-24 10:22:36.74078,23.68,74
2026-04-24 10:27:36.730684,23.68,74
2026-04-24 10:32:36.74087,23.68,74
2026-04-24 10:37:36.765347,23.68,74
2026-04-24 10:42:36.752561,23.68,74
2026-04-24 10:47:36.729607,23.68,74
2026-04-24 10:52:36.73603,23.68,74
2026-04-24 10:57:36.745784,19.44,78
2026-04-24 11:02:36.739895,19.44,78
2026-04-24 11:07:36.73312,19.44,78
2026-04-24 11:12:36.841131,24.53,74
2026-04-24 11:17:36.733276,24.53,74
2026-04-24 11:22:36.748288,24.53,74
2026-04-24 11:27:36.743077,25.09,66
2026-04-24 11:32:36.727818,25.09,66
2026-04-24 11:37:36.744772,25.09,66
2026-04-24 11:42:36.742847,29.68,64
2026-04-24 11:47:36.814656,29.68,64
2026-04-24 11:52:36.739133,29.68,64
2026-04-24 11:57:36.736158,29.68,65
2026-04-24 12:02:36.739888,29.68,65
2026-04-24 12:07:36.746381,29.68,65
2026-04-24 12:12:36.741103,29.67,65
2026-04-24 12:17:36.736472,29.67,65
2026-04-24 12:22:36.826751,29.67,65
2026-04-24 12:27:36.746667,29.65,62
2026-04-24 12:32:36.750085,29.65,62
2026-04-24 12:37:36.733716,29.65,62
2026-04-24 12:42:36.76396,29.37,61
2026-04-24 12:47:36.736034,29.37,61
2026-04-24 12:52:36.744194,29.37,61
2026-04-24 12:57:36.87882,29.37,61
2026-04-24 13:02:36.736948,29.37,61
2026-04-24 13:07:36.742261,29.37,61
2026-04-24 13:12:36.743602,29.03,61
2026-04-24 13:17:36.746721,29.03,61
2026-04-24 13:22:36.743169,29.03,61
2026-04-24 13:27:36.744129,29.1,60
2026-04-24 13:32:36.776439,29.1,60
2026-04-24 13:37:36.739781,29.1,60
2026-04-24 13:42:36.741102,23.72,61
2026-04-24 13:47:36.744679,23.72,61
2026-04-24 13:52:36.730377,23.72,61
2026-04-24 13:57:36.778677,23.62,61
2026-04-24 14:02:36.757322,23.62,61
2026-04-24 14:07:36.73185,23.62,61
2026-04-24 14:12:36.732859,23.62,61
2026-04-24 14:17:36.747071,20.44,73
2026-04-24 14:22:36.739439,20.44,73
2026-04-24 14:27:36.734624,20.44,73
2026-04-24 14:32:36.835613,20.44,73
2026-04-24 14:37:36.736598,20.44,73
2026-04-24 14:42:36.731588,20.44,73
2026-04-24 14:47:36.761605,20.44,73
2026-04-24 14:52:36.74,20.44,73
2026-04-24 14:57:36.736152,20.44,73
2026-04-24 15:02:36.762792,20.44,73
2026-04-24 15:07:36.876792,19.44,78
2026-04-24 15:12:36.764812,19.44,78
2026-04-24 15:17:36.747168,19.44,78
2026-04-24 15:22:36.746354,19.44,78
2026-04-24 15:27:36.73177,19.44,78
2026-04-24 15:32:36.734415,19.44,78
2026-04-24 15:37:36.740626,19.44,78
2026-04-24 15:42:36.82745,19.44,78
2026-04-24 15:47:36.732706,19.44,78
2026-04-24 15:52:36.734615,19.44,78
2026-04-24 15:57:36.75834,19.44,78
2026-04-24 16:02:36.737689,19.44,78
2026-04-24 16:07:36.730867,19.44,78
2026-04-24 16:12:36.743974,20.44,73
2026-04-24 16:17:36.824411,20.44,73
2026-04-24 16:22:36.736244,20.44,73
2026-04-24 16:27:36.733975,20.44,73
2026-04-24 16:32:36.748116,20.44,73
2026-04-24 16:37:36.729949,20.44,73
2026-04-24 16:42:36.73463,20.44,73
2026-04-24 16:47:36.760796,20.44,73
2026-04-24 16:52:36.825083,20.44,73
2026-04-24 16:57:36.730764,20.44,73
2026-04-24 17:02:36.731436,20.44,73
2026-04-24 17:07:36.742123,19.44,78
2026-04-24 17:12:36.732812,19.44,78
2026-04-24 17:17:36.731112,19.44,78
2026-04-24 17:22:36.744903,19.44,78
2026-04-24 17:27:36.834191,19.44,78
2026-04-24 17:32:36.729738,19.44,78
2026-04-24 17:37:39.637505,19.44,78
2026-04-24 17:42:36.734036,19.44,78
2026-04-24 17:47:36.731655,19.44,78
2026-04-24 17:52:36.743595,19.44,78
2026-04-24 17:57:36.7321,19.44,78
2026-04-24 18:02:36.827483,22.57,74
2026-04-24 18:07:36.737475,22.57,74
2026-04-24 18:12:36.732045,22.57,74
2026-04-24 18:17:36.738248,22.01,75
2026-04-24 18:22:36.733803,22.01,75
2026-04-24 18:27:36.733734,22.01,75
2026-04-24 18:32:36.750358,22.01,76
2026-04-24 18:37:36.836929,22.01,76
2026-04-24 18:42:36.731621,22.01,76
2026-04-24 18:47:36.733379,22.01,76
2026-04-24 18:52:36.741649,21.46,77
2026-04-24 18:57:36.752995,21.46,77
2026-04-24 19:02:36.733362,21.46,77
2026-04-24 19:07:36.751282,21.46,78
2026-04-24 19:12:36.826793,21.46,78
2026-04-24 19:17:36.742888,21.46,78
2026-04-24 19:22:36.747099,21.46,78
2026-04-24 19:27:36.774802,20.9,79
2026-04-24 19:32:36.748408,20.9,79
2026-04-24 19:37:36.73776,20.9,79
2026-04-24 19:42:36.744397,20.9,80
2026-04-24 19:47:36.839964,20.35,80
2026-04-24 19:52:36.741061,20.35,80
2026-04-24 19:57:36.735999,20.35,80
2026-04-24 20:02:36.749576,20.35,81
2026-04-24 20:07:36.736646,20.35,81
2026-04-24 20:12:36.731254,20.35,81
2026-04-24 20:17:36.741878,20.35,81
2026-04-24 20:22:36.818738,20.35,81
2026-04-24 20:27:36.733059,20.35,81
2026-04-24 20:32:36.735121,20.35,81
2026-04-24 20:37:36.735974,20.35,81
2026-04-24 20:42:36.731198,20.35,81
2026-04-24 20:47:36.752122,20.35,81
2026-04-24 20:52:36.743694,20.35,81
2026-04-24 20:57:36.870879,20.35,81
2026-04-24 21:02:36.732365,20.35,81
2026-04-24 21:07:36.730265,20.35,81
2026-04-24 21:12:36.744985,20.35,82
2026-04-24 21:17:36.734489,20.35,82
2026-04-24 21:22:36.733228,20.35,82
2026-04-24 21:27:36.761482,20.35,82
2026-04-24 21:32:36.743561,20.35,82
2026-04-24 21:37:36.738541,20.35,82
2026-04-24 21:42:36.745907,20.35,82
2026-04-24 21:47:36.735155,20.35,82
2026-04-24 21:52:36.734386,20.35,82
2026-04-24 21:57:36.746025,20.35,82
2026-04-24 22:02:36.901325,20.35,82
2026-04-24 22:07:36.735293,20.35,82
2026-04-24 22:12:36.73479,20.35,82
2026-04-24 22:17:36.740106,20.35,82
2026-04-24 22:22:36.735916,20.35,82
2026-04-24 22:27:36.733635,20.35,82
2026-04-24 22:32:36.737255,20.35,82
2026-04-24 22:37:36.936549,20.35,82
2026-04-24 22:42:36.734629,20.35,82
2026-04-24 22:47:36.747884,20.35,82
2026-04-24 22:52:36.735368,20.35,82
2026-04-24 22:57:36.741118,20.35,82
2026-04-24 23:02:36.741792,20.35,82
2026-04-24 23:07:36.856193,20.35,82
2026-04-24 23:12:36.727035,20.35,82
2026-04-24 23:17:36.733794,20.35,82
2026-04-24 23:22:36.747771,20.35,82
2026-04-24 23:27:36.737957,20.35,82
2026-04-24 23:32:36.736853,20.35,82
2026-04-24 23:37:36.759773,20.35,83
2026-04-24 23:42:36.841027,20.35,83
2026-04-24 23:47:36.738562,20.35,83
2026-04-24 23:52:36.740501,20.35,83
2026-04-24 23:57:36.743785,19.79,83
2026-04-25 00:02:36.732546,19.79,83
2026-04-25 00:07:36.731844,19.79,83
2026-04-25 00:12:36.748771,19.79,83
2026-04-25 00:17:36.846849,19.79,84
2026-04-25 00:22:36.738514,19.79,84
2026-04-25 00:27:36.732189,19.79,84
2026-04-25 00:32:36.762658,19.79,84
2026-04-25 00:37:36.732456,19.79,84
2026-04-25 00:42:36.737479,19.79,84
2026-04-25 00:47:36.744416,19.79,84
2026-04-25 00:52:36.824309,19.79,84
2026-04-25 00:57:36.739207,19.79,84
2026-04-25 01:02:36.733898,19.79,84
2026-04-25 01:07:36.745112,19.79,84
2026-04-25 01:12:36.73423,19.79,84
2026-04-25 01:17:36.739227,19.79,84
2026-04-25 01:22:36.754567,19.23,84
2026-04-25 01:27:36.831809,19.23,84
2026-04-25 01:32:36.731918,19.23,84
2026-04-25 01:37:36.74842,19.23,84
2026-04-25 01:42:36.758254,19.23,84
2026-04-25 01:47:36.739633,19.23,84
2026-04-25 01:52:36.731137,19.23,84
2026-04-25 01:57:36.739646,19.23,85
2026-04-25 02:02:36.838929,19.23,85
2026-04-25 02:07:36.743114,19.23,85
2026-04-25 02:12:36.735267,19.23,85
2026-04-25 02:17:36.754889,19.23,85
2026-04-25 02:22:36.73584,19.23,85
2026-04-25 02:27:36.735162,19.23,85
2026-04-25 02:32:36.752294,18.68,86
2026-04-25 02:37:36.829313,18.68,86
2026-04-25 02:42:36.737754,18.68,86
2026-04-25 02:47:36.743926,18.68,86
2026-04-25 02:52:36.736508,18.68,86
2026-04-25 02:57:36.744225,18.68,86
2026-04-25 03:02:36.729918,18.68,86
2026-04-25 03:07:36.770629,18.68,86
2026-04-25 03:12:36.833135,18.68,86
2026-04-25 03:17:36.746461,18.68,86
2026-04-25 03:22:36.737695,18.68,86
2026-04-25 03:27:36.751505,18.68,86
2026-04-25 03:32:36.735256,18.68,86
2026-04-25 03:37:36.738059,18.68,86
2026-04-25 03:42:36.747094,18.68,86
2026-04-25 03:47:36.867688,18.68,86
2026-04-25 03:52:36.734808,18.68,86
2026-04-25 03:57:36.747984,18.68,86
2026-04-25 04:02:36.745843,18.68,87
2026-04-25 04:07:36.740001,18.68,87
2026-04-25 04:12:36.739433,18.68,87
2026-04-25 04:17:36.754007,18.68,87
2026-04-25 04:22:36.868889,18.68,87
2026-04-25 04:27:36.731,18.68,87
2026-04-25 04:32:36.736987,18.68,87
2026-04-25 04:37:36.745847,18.12,87
2026-04-25 04:42:36.736246,18.12,87
2026-04-25 04:47:36.748784,18.12,87
2026-04-25 04:52:36.742823,18.12,87
2026-04-25 04:57:36.863994,18.12,87
2026-04-25 05:02:36.73484,18.12,87
2026-04-25 05:07:36.745254,18.12,87
2026-04-25 05:12:36.743721,18.12,87
2026-04-25 05:17:36.739182,18.12,87
2026-04-25 05:22:36.733004,18.12,87
2026-04-25 05:27:36.74994,18.12,87
2026-04-25 05:32:36.834844,18.12,88
2026-04-25 05:37:36.739825,18.12,88
2026-04-25 05:42:36.737712,18.12,88
2026-04-25 05:47:36.743467,18.12,88
2026-04-25 05:52:36.736054,18.12,88
2026-04-25 05:57:36.734733,18.12,88
2026-04-25 06:02:36.751334,18.12,88
2026-04-25 06:07:36.854832,18.12,88
2026-04-25 06:12:36.74472,18.12,88
2026-04-25 06:17:36.731562,18.12,88
2026-04-25 06:22:36.746718,18.12,88
2026-04-25 06:27:36.743883,18.12,88
2026-04-25 06:32:36.740919,18.12,88
2026-04-25 06:37:36.750071,18.68,89
2026-04-25 06:42:36.8486,18.68,89
2026-04-25 06:47:36.739749,18.68,89
2026-04-25 06:52:36.738804,18.68,89
2026-04-25 06:57:36.744056,18.68,89
2026-04-25 07:02:36.731734,18.68,89
2026-04-25 07:07:36.757038,18.68,89
2026-04-25 07:12:36.746555,18.68,89
2026-04-25 07:17:36.825638,18.68,89
2026-04-25 07:22:36.742036,18.68,89
2026-04-25 07:27:36.73413,18.68,89
2026-04-25 07:32:36.745268,19.23,89
2026-04-25 07:37:36.733385,19.23,89
2026-04-25 07:42:36.739764,19.23,89
2026-04-25 07:47:36.749511,19.23,89
2026-04-25 07:52:36.820355,19.23,89
